time_mean_vibX,time_std_vibX,time_max_vibX,time_min_vibX,time_rms_vibX,time_ptp_vibX,time_median_vibX,time_iqr_vibX,time_pr_vibX,time_skew_vibX,time_kurtosis_vibX,time_var_vibX,time_amp_vibX,time_smr_vibX,time_wavefactor_vibX,time_peakfactor_vibX,time_pulse_vibX,time_margin_vibX,freq_mean_vibX,freq_std_vibX,freq_max_vibX,freq_min_vibX,freq_rms_vibX,freq_median_vibX,freq_iqr_vibX,freq_pr_vibX,freq_f2_vibX,freq_f3_vibX,freq_f4_vibX,freq_f5_vibX,freq_f6_vibX,freq_f7_vibX,freq_f8_vibX,ener_cA5_vibX,ener_cD1_vibX,ener_cD2_vibX,ener_cD3_vibX,ener_cD4_vibX,ener_cD5_vibX,ratio_cA5_vibX,ratio_cD1_vibX,ratio_cD2_vibX,ratio_cD3_vibX,ratio_cD4_vibX,ratio_cD5_vibX,time_mean_vibY,time_std_vibY,time_max_vibY,time_min_vibY,time_rms_vibY,time_ptp_vibY,time_median_vibY,time_iqr_vibY,time_pr_vibY,time_skew_vibY,time_kurtosis_vibY,time_var_vibY,time_amp_vibY,time_smr_vibY,time_wavefactor_vibY,time_peakfactor_vibY,time_pulse_vibY,time_margin_vibY,freq_mean_vibY,freq_std_vibY,freq_max_vibY,freq_min_vibY,freq_rms_vibY,freq_median_vibY,freq_iqr_vibY,freq_pr_vibY,freq_f2_vibY,freq_f3_vibY,freq_f4_vibY,freq_f5_vibY,freq_f6_vibY,freq_f7_vibY,freq_f8_vibY,ener_cA5_vibY,ener_cD1_vibY,ener_cD2_vibY,ener_cD3_vibY,ener_cD4_vibY,ener_cD5_vibY,ratio_cA5_vibY,ratio_cD1_vibY,ratio_cD2_vibY,ratio_cD3_vibY,ratio_cD4_vibY,ratio_cD5_vibY,Label
0.003144141,0.438210447,1.81,-1.749,0.438136133,3.559,-0.014,0.55925,1.111,0.152725154,0.44290375,0.191953385,0.343371484,0.287975425,1.275982871,4.131136113,5.27125892,6.285258551,15.00209441,16.32140726,117.231909,0.077204065,22.16869802,8.325574886,17.39911107,34.12054027,266.5966137,2.074816812,8.485025386,3973.897952,35.14977364,0.01207102,0.597826407,184.5393883,22.55890933,192.5066472,116.6593394,100.2333305,25.92063213,0.287257389,0.035115611,0.29965937,0.181594063,0.156025037,0.04034853,0.002391406,0.391633612,1.497,-1.29,0.391564416,2.787,0.002,0.5245,0.9972,-0.001061146,0.102542992,0.153316973,0.312628906,0.265792146,1.252489481,3.823125742,4.788424775,5.6322206,16.14581535,11.48155193,80.86574232,0.278865095,19.81195064,13.64160845,14.01118504,27.20000736,131.9291044,1.423943098,5.971877113,6072.725179,47.57555894,0.009248311,0.752146777,15.82332909,150.4008891,159.3003023,65.47358137,10.03904118,2.025096785,0.039257781,0.37314557,0.395225071,0.162440375,0.024906925,0.005024278,22581
0.003970703,0.421786271,1.36,-1.66,0.421722576,3.02,0.012,0.556,1.0731,-0.155224902,0.213854968,0.177834164,0.334781641,0.283950703,1.259694453,3.224868855,4.062349409,4.789563771,14.50800724,15.64776919,131.2179735,0.243346899,21.33857902,8.030715815,15.5925835,32.89682734,245.0441212,2.244033744,10.14017132,4109.030668,36.96488516,0.012151267,0.603906318,67.29389593,27.31336754,179.2588206,112.8231881,92.15104395,39.80720729,0.129748804,0.052662678,0.345627449,0.217533456,0.177675666,0.076751947,0.002698437,0.403357546,1.371,-1.403,0.403287785,2.774,0.018,0.556,1.0521,-0.104345353,-0.122138474,0.162633756,0.325035156,0.277939972,1.240751276,3.399557465,4.218005264,4.932719792,16.62143695,11.83548508,85.13578091,0.373423609,20.40467773,14.39302748,14.59987494,26.71664205,140.1882292,1.645826472,7.649174759,6195.874684,47.87573628,0.009078423,0.755179715,38.0151812,161.341366,165.3643785,71.38260833,10.79791678,2.782610151,0.084537533,0.358788269,0.367734578,0.158739467,0.024012229,0.006187923,22571
0.003265234,0.452282467,1.72,-1.467,0.452205911,3.187,-0.0235,0.594,1.1351,0.260631604,0.239134798,0.204479524,0.357293359,0.301516652,1.2656432,3.803576999,4.813971362,5.704494223,15.69156447,16.6520884,126.1327975,0.218199705,22.8804992,8.477491982,18.59433696,35.87042081,277.5088518,1.928564383,7.743897691,4016.129713,34.71114893,0.01176181,0.599912257,66.3886567,28.35936942,214.0898361,122.9575541,93.54155186,18.4266056,0.122091033,0.05215386,0.393718606,0.22612319,0.172026146,0.033887164,0.001759766,0.41772068,1.394,-1.474,0.417642793,2.868,0.007,0.587,1.0624,-0.003361225,-0.109897234,0.174422406,0.337251953,0.288778197,1.238370273,3.337780569,4.133408234,4.827234236,17.24682223,12.20827847,87.72373984,0.03048612,21.13042689,14.16420314,15.82802181,29.17593016,149.1585934,1.365556413,5.871872116,6165.727225,46.59421762,0.008895705,0.756589129,17.54917032,179.4726172,184.9902191,63.69199214,10.98442726,2.361380628,0.038229338,0.390965456,0.402985071,0.138747454,0.023928618,0.005144062,22561
0.003994141,0.440250566,1.565,-1.637,0.440182692,3.202,0.019,0.577,1.1211,-0.10134985,0.131728675,0.19374485,0.347918359,0.293225542,1.265189607,3.555341968,4.498181708,5.33718854,14.85244073,16.59690888,126.8362769,0.290662179,22.27223338,8.287054419,16.34817757,32.99376258,275.6727536,2.35359703,10.55978338,4073.26917,36.16964419,0.012022329,0.603264139,74.48057177,27.35037998,196.2355975,120.7229704,80.67582839,41.19340653,0.13775893,0.05058714,0.362956478,0.223288663,0.149217649,0.076191139,0.003403125,0.417670816,1.544,-1.352,0.417603098,2.896,0.005,0.5595,1.0711,0.056362353,-0.026277123,0.174380766,0.333013281,0.281702292,1.254013343,3.697290577,4.636451718,5.480963572,17.22056474,12.24155758,88.72572035,0.269496222,21.128265,14.48628282,14.80625613,29.20719585,149.9728984,1.443044383,6.137372251,6164.999042,46.69716012,0.008912986,0.75569768,20.59987503,178.6668295,183.15798,64.33645812,9.366973453,3.005112588,0.044866879,0.389139401,0.398921203,0.140125903,0.020401428,0.006545186,22551
-0.000937891,0.451302516,1.707,-1.587,0.451215337,3.294,0.002,0.6105,1.1521,0.021316806,0.027832058,0.2035944,0.358383203,0.302039689,1.25903037,3.783116089,4.763058048,5.651575145,15.21364001,17.02200455,181.9126457,0.10245855,22.82988133,8.544697178,16.70690173,34.32458379,289.9751821,2.663754396,15.10610088,4116.006168,36.0447295,0.011775631,0.608547195,80.43447715,28.05526531,228.5716042,101.184592,73.76655168,28.3912904,0.14884144,0.051915376,0.42296448,0.187238868,0.136502657,0.052537179,0.002570313,0.427077965,1.74,-1.457,0.427002279,3.197,0.0025,0.58,1.0801,-0.026362016,0.048497886,0.18232434,0.341730469,0.290595442,1.249529433,4.074919705,5.091732108,5.987705751,17.4994221,12.67057987,83.19187163,0.410928574,21.60493851,14.50244105,15.53080202,29.05612751,160.6691169,1.505417898,6.3283921,6206.818832,46.62317169,0.008811562,0.758281147,17.43090757,192.741079,194.2599151,59.75422043,10.78483194,2.841772443,0.036480626,0.403382054,0.406560781,0.125057825,0.022571253,0.005947461,22541
0.00365,0.439554698,1.505,-1.739,0.439483996,3.244,0.001,0.5495,1.0952,-0.097093228,0.370383071,0.19313286,0.343014844,0.285950952,1.281239002,3.424470546,4.387565225,5.26314037,15.04070547,16.37881288,138.1634912,0.236236031,22.23709361,8.385596534,16.59386038,33.8932281,268.4752575,2.240733246,10.00676334,4142.953031,36.57052593,0.011917121,0.604769063,118.8052895,30.77519208,215.7497064,103.0224845,68.53599848,26.13171753,0.211014187,0.054660884,0.383200521,0.182981801,0.121729159,0.046413448,-0.000972266,0.445896093,1.7,-1.682,0.445810056,3.382,-0.0035,0.5935,1.1331,0.026379991,0.138384782,0.198745661,0.354851953,0.300529239,1.256326904,3.813283209,4.790730289,5.65668754,18.35390767,13.11193052,86.14680864,0.280182093,22.55634387,15.598736,16.88175072,32.51584426,172.0571417,1.261438177,5.092505282,6328.792607,46.09956304,0.008505298,0.767080949,18.72205019,222.6166478,207.3458813,61.20439582,9.491758691,2.70686962,0.035859978,0.426397115,0.397147682,0.117230127,0.018180395,0.005184704,22531
-0.000967578,0.457693235,1.626,-1.584,0.457604856,3.21,-0.002,0.608,1.1722,0.029982048,0.047323193,0.209401268,0.364769922,0.308769689,1.254502712,3.553283971,4.457604376,5.266060945,15.7363976,16.98340803,113.064528,0.171184744,23.15319325,8.525989655,16.92191138,36.30955397,288.6616652,2.033318425,7.944856302,4048.952028,35.06668766,0.011776209,0.598324601,210.9768882,31.92293738,218.7365317,135.8291005,104.9161548,35.22499605,0.28602901,0.043279083,0.29654904,0.184148432,0.142238632,0.047755803,0.001460547,0.439995454,1.604,-1.481,0.439911933,3.085,0.001,0.58925,1.1224,0.038362046,0.100720972,0.193520376,0.348612891,0.292810851,1.261892331,3.646184336,4.601092051,5.477939059,18.05074774,13.02253396,87.80385479,0.016502432,22.25793982,15.51603585,15.66889967,29.91145513,169.7189838,1.48413791,6.262363552,6303.663635,46.35040799,0.008580283,0.766735901,21.93279175,219.598642,195.5780196,67.53938446,9.30153935,2.925476548,0.042433384,0.424857614,0.378384903,0.130668484,0.017995693,0.005659921,22521
0.00358125,0.475664027,1.822,-1.566,0.475584599,3.388,-0.005,0.63925,1.2135,0.097726605,0.074340784,0.226167886,0.379234375,0.321855712,1.254065112,3.831074436,4.804416794,5.660921741,16.37672532,17.63107485,142.5699512,0.202818621,24.06349793,8.798421687,18.19309751,39.01652408,311.0978456,1.981757657,7.965153718,4026.964138,34.41361389,0.011702108,0.590224695,91.25202371,29.5088928,234.3477533,125.1315698,111.4439078,32.20649993,0.146262849,0.047298181,0.375623123,0.20056651,0.17862731,0.051622027,0.004716016,0.461839352,1.656,-1.81,0.461773222,3.466,0.011,0.60425,1.201,-0.108121348,0.10338836,0.213212268,0.364422266,0.30478345,1.267137785,3.586175896,4.544178982,5.433365881,18.91147644,13.72139001,100.0314533,0.237009126,23.36494136,15.44153572,16.77643498,31.59227598,188.4237499,1.475019312,6.211206555,6260.453466,45.19514861,0.008458656,0.759855387,29.29667206,233.7483161,215.679089,72.22074984,13.35014908,2.364123129,0.0517007,0.412502537,0.38061524,0.127450084,0.023559401,0.004172038,22511
-0.001601562,0.476388384,1.938,-1.566,0.476298023,3.504,-0.015,0.622,1.213,0.155468697,0.17954746,0.226857242,0.376869531,0.317450864,1.263827356,4.068881047,5.142363177,6.104881787,16.26642522,17.78119137,128.7903009,0.184189079,24.09911525,9.427937181,17.08365516,36.57503868,316.4179682,2.311722335,9.949095534,4124.812693,34.88052542,0.011465712,0.604432675,100.9164631,32.83549798,238.5739598,160.1068699,84.3253877,32.14473416,0.155518586,0.050601557,0.367657403,0.246734707,0.1299507,0.049537047,-0.001827734,0.463369406,1.58,-1.474,0.463282501,3.054,-0.002,0.6145,1.2062,0.04325537,0.009934749,0.214627335,0.367423828,0.309618794,1.260894001,3.410446105,4.300211034,5.103049399,19.0809693,13.61516381,90.09023441,0.21721009,23.44047941,15.95652207,16.05736823,32.29916909,185.5176211,1.276072565,4.872834214,6276.056275,44.89417333,0.008356341,0.765735302,16.78521579,243.7934868,207.9666647,79.34696071,11.19745696,2.664992493,0.02987997,0.433985605,0.370208983,0.141248395,0.019932998,0.00474405,22501
0.002428906,0.471930699,2.418,-1.745,0.471844768,4.163,0.0135,0.589,1.19,0.002647962,0.747622204,0.222631586,0.366641406,0.306181752,1.286938027,5.12456673,6.594999798,7.897270104,16.23206335,17.50608614,117.4833906,0.031090664,23.87347759,8.909993805,18.07188124,38.11457335,306.7026632,1.928216353,7.301984316,4105.369901,34.86973052,0.011558441,0.600217828,49.88083084,33.74281719,231.5410551,147.4123584,98.83466211,28.35639447,0.084577022,0.057213702,0.392596765,0.24994969,0.16758224,0.048080582,0.004478906,0.459387977,1.47,-1.629,0.459320082,3.099,0.001,0.621,1.1773,-0.03671898,0.011019452,0.210954877,0.3678125,0.313563133,1.248788667,3.200382606,3.996601529,4.688051135,18.75719311,13.71935106,92.35494187,0.107998925,23.23903799,15.1495819,17.20476475,32.22709644,188.3677559,1.423678199,5.805970169,6272.736652,45.23027929,0.008435359,0.765081217,14.92742343,236.8807593,213.5593227,70.42973561,10.41446682,4.113083791,0.027124752,0.430438103,0.388060516,0.12797849,0.018924219,0.007473921,22491
