time_mean_vibX,time_std_vibX,time_max_vibX,time_min_vibX,time_rms_vibX,time_ptp_vibX,time_median_vibX,time_iqr_vibX,time_pr_vibX,time_skew_vibX,time_kurtosis_vibX,time_var_vibX,time_amp_vibX,time_smr_vibX,time_wavefactor_vibX,time_peakfactor_vibX,time_pulse_vibX,time_margin_vibX,freq_mean_vibX,freq_std_vibX,freq_max_vibX,freq_min_vibX,freq_rms_vibX,freq_median_vibX,freq_iqr_vibX,freq_pr_vibX,freq_f2_vibX,freq_f3_vibX,freq_f4_vibX,freq_f5_vibX,freq_f6_vibX,freq_f7_vibX,freq_f8_vibX,ener_cA5_vibX,ener_cD1_vibX,ener_cD2_vibX,ener_cD3_vibX,ener_cD4_vibX,ener_cD5_vibX,ratio_cA5_vibX,ratio_cD1_vibX,ratio_cD2_vibX,ratio_cD3_vibX,ratio_cD4_vibX,ratio_cD5_vibX,time_mean_vibY,time_std_vibY,time_max_vibY,time_min_vibY,time_rms_vibY,time_ptp_vibY,time_median_vibY,time_iqr_vibY,time_pr_vibY,time_skew_vibY,time_kurtosis_vibY,time_var_vibY,time_amp_vibY,time_smr_vibY,time_wavefactor_vibY,time_peakfactor_vibY,time_pulse_vibY,time_margin_vibY,freq_mean_vibY,freq_std_vibY,freq_max_vibY,freq_min_vibY,freq_rms_vibY,freq_median_vibY,freq_iqr_vibY,freq_pr_vibY,freq_f2_vibY,freq_f3_vibY,freq_f4_vibY,freq_f5_vibY,freq_f6_vibY,freq_f7_vibY,freq_f8_vibY,ener_cA5_vibY,ener_cD1_vibY,ener_cD2_vibY,ener_cD3_vibY,ener_cD4_vibY,ener_cD5_vibY,ratio_cA5_vibY,ratio_cD1_vibY,ratio_cD2_vibY,ratio_cD3_vibY,ratio_cD4_vibY,ratio_cD5_vibY,Label
0.033263281,0.527661336,2.585,-1.516,0.528605875,4.101,-0.005,0.662,1.2742,0.619837288,1.12768015,0.278317725,0.405571094,0.337599147,1.30336181,4.89022185,6.373728404,7.657009872,17.82538231,20.01035016,189.2319175,0.546280233,26.79847697,10.90428875,14.89568101,37.53214374,400.7271817,3.022902322,16.32816488,4305.464341,35.43116287,0.010980172,0.602929397,96.31257702,42.4817432,377.8509284,102.6183608,108.7104726,20.60419371,0.128660663,0.056749901,0.504758074,0.137084343,0.145222585,0.027524434,0.006842969,0.225840438,0.846,-0.743,0.225899992,1.589,0.008,0.31,0.58,0.024554483,0.006488474,0.05098398,0.179775781,0.151703353,1.256565207,3.745020058,4.705861903,5.576673058,9.136560309,6.875640731,54.92231455,0.248913027,11.43464778,7.057434184,8.777073358,16.67646562,47.3113975,1.402331013,5.990699833,6019.696998,64.63718155,0.013032354,0.709546392,6.138315596,43.57287415,52.64653908,25.16492571,7.575989013,0.433608444,0.045290442,0.321494504,0.388442886,0.185674814,0.055898053,0.003199301,23100
-0.071101563,0.679899093,3.15,-1.861,0.683474679,5.011,-0.1905,0.7425,1.5512,1.257762612,2.195637681,0.462082205,0.515553125,0.426979831,1.325711447,4.608802776,6.109942598,7.377397649,21.08270685,27.64601476,314.0044302,0.135579846,34.76755183,11.22488869,21.19699984,43.58274828,764.8997098,3.943337956,26.75393653,3823.723129,30.30535912,0.010749392,0.566301763,489.1123518,41.26037747,426.7675598,111.3836956,103.9515357,68.04356542,0.394280392,0.033260574,0.344023373,0.089787974,0.083796805,0.054850882,0.005278125,0.233898157,0.763,-0.816,0.233912026,1.579,0.008,0.319,0.6012,-0.060670891,0.01581156,0.054686977,0.186034375,0.157255597,1.257359163,3.261910099,4.101392552,4.851973569,9.064962442,7.613627364,66.12055484,0.135012988,11.83811073,6.768737975,8.605902696,17.34244011,58.01264402,1.998502505,9.996709467,6083.144085,64.98891269,0.012933227,0.717802736,4.247208169,49.04342117,59.02166775,25.55887197,4.608187117,0.38942279,0.029728036,0.343275987,0.413118025,0.178897532,0.032254683,0.002725738,23090
0.023111328,0.611543094,3.631,-1.628,0.61186028,5.259,0.0045,0.809,1.5151,0.41218291,0.940115901,0.373838868,0.479462891,0.402554629,1.276136885,5.934361357,7.573057417,9.019893788,19.08024505,24.4064671,302.1637787,0.47466925,30.97953176,10.42124039,16.92653111,41.56698433,596.141372,3.827854296,27.25797728,4080.794015,33.0037929,0.010903216,0.586878792,259.7527171,40.49813095,460.5865444,100.4826171,154.8540602,30.09501576,0.248265691,0.038707185,0.440218057,0.096038981,0.14800596,0.028764126,0.006424219,0.231170979,0.799,-0.805,0.231215089,1.604,0.01,0.315,0.5912,-0.028512896,-0.129380555,0.053419147,0.184989844,0.156475184,1.249879906,3.45565683,4.319156035,5.106240998,9.058679588,7.409659511,55.81906107,0.156573053,11.7031077,6.793741639,8.255168616,17.16848078,54.94598061,1.840318442,8.204693001,6135.149497,65.20022291,0.012853,0.722533594,8.631651242,47.00528112,67.39740404,16.97663369,3.588157793,0.260146912,0.060000659,0.326744877,0.468495369,0.118008614,0.024942137,0.001808343,23080
0.156880469,1.498004997,4.94,-3.208,1.505906332,8.148,-0.067,2.6995,3.8951,0.197542353,-1.197136608,2.243142401,1.315322656,1.18458506,1.144895,3.280416513,3.755732463,4.170236623,51.41779509,56.78578592,925.1627048,0.351160674,76.60558162,36.67277682,40.34722484,88.92583216,3227.146691,5.902689481,68.14227656,4206.042877,21.5377526,0.006544579,0.595602608,3078.857069,496.9366144,873.6334803,796.4966689,998.1466772,646.8881442,0.446796625,0.072114293,0.126779672,0.115585756,0.14484874,0.093874913,-0.008308203,0.235159645,0.869,-0.907,0.235260458,1.776,-0.008,0.312,0.5982,-0.007755717,0.205638655,0.055278457,0.186431641,0.157245321,1.261912717,3.693778404,4.661225944,5.526396548,9.381596077,7.337875376,59.51068378,0.268278137,11.91044751,7.399679482,8.855259669,16.82068444,53.88651388,1.662968099,7.239916921,5957.592101,63.05287509,0.012890823,0.707906664,6.724904588,44.00522184,57.59708988,29.73913716,7.165143001,0.498183436,0.046146431,0.301964719,0.395232391,0.204070558,0.049167356,0.003418545,23070
-0.010213281,0.872189469,2.273,-2.068,0.872078911,4.341,-0.0795,1.45225,2.2641,0.127030483,-0.92836088,0.760417315,0.752064844,0.672316682,1.159579414,2.606415511,3.022345771,3.380847242,25.51930035,35.99955104,430.3760849,0.33751239,44.12711599,12.52636733,22.37427111,54.77301966,1296.980941,4.432756509,33.17963809,3570.692148,26.38733741,0.010136438,0.545852468,865.77493,55.87990505,462.7791175,227.4035926,368.4908524,125.5598371,0.411121025,0.026535076,0.219754833,0.107984645,0.174981201,0.05962322,0.003503906,0.240599101,1.008,-0.714,0.240577622,1.722,-0.0005,0.324,0.6162,0.049815597,0.038317609,0.057865315,0.190886719,0.160565305,1.260316189,4.189915886,5.280618823,6.277819472,9.414443145,7.717580438,60.48101329,0.13011734,12.173446,7.219283916,8.306470927,17.90551291,59.60761626,1.89549333,8.694906328,6100.180853,63.71153365,0.012648389,0.720215515,4.689091051,47.68323376,69.54143818,25.09547076,2.896975805,0.452106102,0.031186111,0.317130672,0.46250477,0.166904442,0.019267147,0.003006858,23060
-0.050378516,0.653062459,1.941,-1.921,0.65487554,3.862,-0.094,0.925,1.7005,0.169073955,-0.293145467,0.426323977,0.533276953,0.458798335,1.228021454,2.963921971,3.63975977,4.230616924,19.6711986,26.78483705,314.9692655,0.05293162,33.23226671,10.27841926,16.8874283,43.67653531,717.9884244,3.824886963,25.42979001,3842.070336,31.02171269,0.011034462,0.571121385,465.460481,36.44689653,498.1195345,102.7413948,157.2087339,38.32817618,0.358513911,0.028072672,0.383669054,0.079135009,0.121087655,0.029521699,0.008160937,0.246535152,0.87,-0.909,0.246622059,1.779,0.012,0.33325,0.625,-0.031266262,0.088069045,0.060755839,0.196759375,0.166997022,1.253419608,3.527664981,4.421644458,5.209673746,9.776072632,7.764431878,48.82303162,0.091383366,12.48431009,7.502500056,8.776362143,17.37462834,60.33353797,1.677263308,6.498390283,5968.857031,61.65686611,0.012587813,0.710170339,8.451558022,45.24759491,73.60869882,29.3038331,5.84676588,0.664166095,0.051811074,0.277383945,0.451247658,0.179642981,0.035842767,0.004071576,23050
0.00415,0.633468687,1.873,-2.577,0.633358547,4.45,0.05,0.8475,1.6223,-0.416705877,0.242135569,0.401125826,0.503655469,0.426793338,1.257523418,2.957250692,3.718811998,4.388540855,19.06052783,25.76168459,235.3057176,0.181868553,32.04634323,9.761524804,16.43904387,42.79196697,664.1832863,3.663898644,22.2947144,3899.44731,31.77795054,0.011160951,0.573622725,369.2982943,31.88813536,529.4677144,93.22909372,119.7053322,48.33778219,0.309833148,0.026753444,0.44421177,0.07821716,0.100430141,0.040554336,-0.000480078,0.249680026,1.017,-0.851,0.249631717,1.868,-0.003,0.32325,0.6432,0.074659701,0.191737046,0.062315764,0.196161328,0.163966333,1.272583742,4.074001542,5.184508128,6.202492796,10.01975481,7.689860687,50.52377137,0.260059806,12.63049658,7.84974793,9.055718887,17.84026181,59.18019191,1.622332525,6.576880591,6095.296853,61.94448558,0.012286953,0.718658005,10.16120015,53.2600887,72.57599034,24.84477079,6.701023121,0.715905384,0.06039024,0.316536384,0.431335023,0.14765792,0.03982565,0.004254783,23040
-0.059563672,0.722127958,2.206,-2.836,0.724439729,5.042,-0.051,1.02425,1.8605,-0.105508651,-0.261362515,0.52126509,0.588863672,0.50579038,1.230233352,3.045111846,3.746198153,4.361490627,22.57435686,29.03447543,258.9308044,0.372900489,36.77774261,12.0602723,21.24717751,47.3744065,843.6598727,3.263163205,17.00581679,3764.356963,28.89768587,0.010441548,0.563407265,412.7901678,47.32481807,487.9643949,148.9569298,221.1042672,108.2831422,0.289388182,0.033177251,0.342089372,0.104426846,0.155006022,0.075912326,0.002585156,0.239930493,0.829,-0.799,0.239897556,1.628,0.0005,0.32125,0.6102,0.013505016,0.011839073,0.057544154,0.191586719,0.162184942,1.252161725,3.455641704,4.327022277,5.111448623,9.613636618,7.410842282,51.15081636,0.089145915,12.1384757,7.454678792,9.058704957,17.24606708,54.96352359,1.473326236,5.750472537,6140.415294,63.30526948,0.012451868,0.72396349,5.582415136,48.32750291,72.44878589,21.14579641,3.560875245,0.97004383,0.036717859,0.317870027,0.476525708,0.139084672,0.023421353,0.006380381,23030
0.055217969,0.819135853,2.527,-2.5,0.820835225,5.027,0.1245,1.22,2.1451,-0.170585749,-0.482678642,0.670721443,0.679884375,0.590479958,1.207315914,3.078571584,3.716808465,4.279569471,28.40561539,30.42629342,311.6586813,0.517948094,41.62497228,18.30667845,22.75471688,55.42501158,926.4831464,3.065960019,16.96731828,4147.106596,27.97854693,0.008815875,0.594877402,882.7260862,121.453212,544.4403618,211.57796,261.3107864,124.7202648,0.411291722,0.056589129,0.253673045,0.098581276,0.121753469,0.058111359,0.003261328,0.256751917,0.838,-0.983,0.256722481,1.821,0.0025,0.334,0.6562,-0.060196215,0.075132568,0.065895796,0.203082422,0.170606371,1.264129504,3.264225227,4.126403419,4.911891603,10.20047806,8.042158591,61.97098635,0.083898757,12.98945986,8.016763,9.049806165,18.40902193,64.72688268,1.730925323,7.35245105,6097.14277,61.30426667,0.012134572,0.721207611,8.39334714,55.62476844,76.07485796,30.73219727,4.439821452,1.726650732,0.047422279,0.314279067,0.429821751,0.173636431,0.025084921,0.009755549,23020
0.140532813,0.743691128,2.066,-2.068,0.756709931,4.134,0.221,0.9825,1.9784,-0.389798043,-0.193922584,0.552860448,0.618354688,0.530615927,1.223747384,2.730240368,3.341124506,3.893588364,24.61309374,30.17673472,359.764,0.432705691,38.94149075,14.07944768,22.75869418,52.28179224,911.3473082,4.046130438,29.4633172,3952.379835,28.60983645,0.009739091,0.578486823,398.1636284,64.56483177,564.6506841,189.3210791,273.7333646,73.98733878,0.254511827,0.041270754,0.36093271,0.121016714,0.174974241,0.047293754,-0.007888281,0.250021623,0.812,-0.986,0.250097219,1.798,-0.01,0.336,0.6322,-5.84E-05,0.057689097,0.062486394,0.199217969,0.169133124,1.255394883,3.246737427,4.075937553,4.800951938,9.874587773,7.923011296,55.2726558,0.154303326,12.66023664,7.485890362,9.039446573,18.02520764,62.82318862,1.650524041,6.564523352,6145.9932,62.79666533,0.012290907,0.723688356,5.491081767,54.53328327,71.00410333,27.09262259,5.248760527,0.714305338,0.033465033,0.332349474,0.432729794,0.16511419,0.031988223,0.004353286,23010
